gene,p_value,fdr,mean_Normal,mean_0–3 days,mean_4–7 days,mean_>7 days,max_abs_log2fc_vs_normal
RGS9BP,0.3497704710260773,0.6641705144484125,3.8934947717478003,3.7713781125064485,3.663012183244067,3.7593906406900195,0.23048258850373315
CMC4,0.3496807088763766,0.6641705144484125,7.3606356203059375,7.3245961506065855,7.444371562555262,7.561882987522201,0.20124736721626313
BRDT,0.3499236930942386,0.6641705144484125,3.1371004724873024,2.9970320720997443,2.9428267496970633,3.0228886236634724,0.19427372279023913
TEX26-AS1,0.3500482557293436,0.6641705144484125,3.793826231012625,3.7488680894934134,3.689325105916604,3.721445426993434,0.10450112509602105
COX17,0.35024522040323813,0.6644142270215385,4.364154355164877,3.956527166259823,4.192707654211494,3.822965839750766,0.541188515414111
STUM,0.35030874911045445,0.6644742790878677,5.437793647253653,5.319312308200197,5.060810081896339,5.3881273837548695,0.3769835653573148
KCNJ11,0.3503716875358085,0.6645332006683529,4.247978128954457,3.9357907211577703,3.892799801838501,3.886848530188234,0.36112959876622286
RPS6KA2-AS1,0.35050817700476067,0.6647315995811198,4.149891434871446,4.294307730110869,3.95368014037788,4.2969323311420276,0.1962112944935659
NDUFA7,0.3505950357942892,0.6647753802855244,6.904700174095583,7.250052250213639,7.1914251637268825,7.206133006825797,0.34535207611805596
FRG1BP,0.3505903182810251,0.6647753802855244,5.026359176266059,4.905286912660226,4.6882395570061774,4.872298489076688,0.33811961925988143
NUP188,0.3506702584640969,0.664791129395376,4.8581449195625055,5.146992728394735,4.621965248029075,5.058602012719268,0.28884780883222927
DENND5B,0.3506764633209035,0.664791129395376,3.9071541237623144,3.8089007056398625,3.7218909793085775,3.750095857607915,0.18526314445373693
ANHX,0.3506990042733281,0.664791129395376,5.151004772057455,5.271357840165082,5.265136325397009,5.327559763200658,0.1765549911432034
EIF1B-AS1,0.3508069103059732,0.6649352182979298,5.248868016986174,5.5278365481136085,5.245055614330483,5.4131185207387,0.27896853112743436
SCLY,0.35086807721075974,0.6649893952410937,5.307866269170426,5.641137935825685,5.294878491628128,5.570082751836977,0.33327166665525887
TSPY1,0.3508992870801646,0.6649893952410937,5.045938998527131,5.309109601099224,4.772025599116162,5.269958423505405,0.2739133994109686
TYRO3,0.35100535368086266,0.6650784276591435,6.744818801750983,6.643829156674523,6.258963374185499,6.530251619435032,0.4858554275654843
CCT8,0.3510100700083248,0.6650784276591435,6.898029902062986,7.1982465063085295,7.189341393083626,7.096396801671598,0.3002166042455432
USP26,0.3510511009352356,0.6650957244908935,3.4608082246878094,3.6335090475080087,3.5032100350317443,3.7216276065624547,0.2608193818746454
SPSB2,0.3511839608981273,0.6652230713073201,6.124593526166809,6.311588495911941,5.803142929606218,6.015333958507314,0.3214505965605907
UNC119B,0.35117413132502523,0.6652230713073201,5.983409388080266,6.195659067225699,6.014098389813971,6.043510718576918,0.21224967914543313
LOC100287221,0.3512140419167149,0.6652230713073201,3.4951649059004652,3.3115316359772238,3.382087774016275,3.3046245665322993,0.19054033936816595
MFF,0.3512996627219025,0.6653247972770915,7.681516101945779,7.80577987094865,7.850799658157939,7.952680096217545,0.27116399427176585
PTGFR,0.35151298998441427,0.6656683454623552,5.576050833897732,5.2689960005450915,5.76413695080547,5.453695640527822,0.30705483335264017
SAMD14,0.35177931353757536,0.6659912031085518,4.98270537871634,5.381703928585535,5.200835296593744,5.630221642917319,0.6475162642009789
SYT12,0.3517686074195311,0.6659912031085518,4.481229137416832,5.0795583553822325,4.650325181840191,4.867810566294925,0.598329217965401
LOC728175,0.35174463094985137,0.6659912031085518,3.560946394760324,3.4899071058706768,3.4071142407584465,3.555127051527331,0.15383215400187744
RAB40C,0.3519148361594559,0.6661872790567817,6.352343127291081,6.436303883695762,5.886905938315757,6.45499026339474,0.46543718897532393
FAM13A,0.3520031842922223,0.6662940245255358,6.4070135020645935,5.938261121256051,5.999440542226193,6.154209862111209,0.4687523808085423
LINC01282,0.3520869137094776,0.6663920088075523,3.777864633494709,3.653136355589518,3.455952849530581,3.7322696790100487,0.3219117839641279
LEMD2,0.3521302477787214,0.6664135262972751,6.588379239428339,6.949191034259125,6.546288920584733,6.838821407972733,0.36081179483078607
PPEF2,0.35222681238154774,0.6665357705845971,2.968455692846863,2.970463335449232,2.8580603337298123,2.995141850655997,0.11039535911705078
CBR1,0.3523550002881993,0.6666619635196119,8.82328532305635,9.167820724525983,9.047636578781557,8.916057515429607,0.34453540146963313
FAM120AOS,0.3523574528023122,0.6666619635196119,5.77308350539328,5.8524660299253055,5.550229690129611,5.803733632485702,0.22285381526366876
PRCD,0.3525477755949446,0.6669615268242653,5.108225970914106,5.332584730271182,4.9717297884458125,5.255416216912466,0.2243587593570764
SERGEF,0.3526179488706674,0.6670337535664345,5.772362391264892,6.067895303236788,5.8189565018760545,5.8368339989317635,0.2955329119718959
OR2B6,0.35280990270664364,0.6673363138838784,3.4091063401366064,3.5720971065649265,3.5592879207392922,3.5294408394406553,0.1629907664283201
GK5,0.35286905445262456,0.66738764830158,3.7549984746321474,3.470220743592622,3.5136928607979914,3.3965939544707737,0.3584045201613737
XCR1,0.35310308364314463,0.6675808679132712,4.5708374041500335,4.142326529333087,4.084725946677933,4.124715534606588,0.4861114574721004
INPP5J,0.3530481052844947,0.6675808679132712,6.251817266204921,6.245263123188155,5.8529134232075,6.148373179453125,0.398903842997421
C9orf163,0.3530724706869012,0.6675808679132712,6.270671269855538,6.279887519913085,5.916750328721288,6.2228524163475,0.3539209411342501
MKNK2,0.3530928464902689,0.6675808679132712,10.094769856193329,10.19221803749228,9.757757915298507,9.915018050203075,0.337011940894822
LOC399716,0.3531313224936471,0.6675808679132712,3.1719816809193375,3.1778383268686468,3.4436393639625837,3.315789387755005,0.2716576830432462
GFPT2,0.353218338499967,0.6676242902128116,7.116164086758249,7.592572989371708,7.59868948938621,7.916297933756177,0.8001338469979284
ZBTB38,0.35321474383418294,0.6676242902128116,5.61196117380126,5.256655267975474,5.370744619400384,5.369895952690427,0.3553059058257855
SOX13,0.35330716862854783,0.6677316518509623,5.706478800892492,5.682572667685451,5.262314897868518,5.827585829000211,0.44416390302397346
ROPN1L,0.353427056927974,0.6678976869864396,3.403606465164826,3.6142375501918464,3.672341301255896,3.5414513531166825,0.26873483609106996
LOC338694,0.3535144819844657,0.6679418089914937,3.6289490563018347,3.887090033730121,3.514976112407698,3.806540395868769,0.25814097742828634
PPM1E,0.35349315810513493,0.6679418089914937,3.542585724477748,3.3180023665244733,3.3042752323473583,3.4169139556825825,0.23831049213038957
UBASH3A,0.35363149862649357,0.6681023546320923,4.144114796013841,4.081876912108225,3.7980798876057236,3.8648470317573373,0.3460349084081171
ST6GALNAC6,0.3538254359828077,0.6682105200793739,6.469847651839577,6.2319223232754615,5.978781948332653,6.251967135316652,0.4910657035069237
CCDC96,0.3539068441663113,0.6682105200793739,4.770727902227839,4.6312963591468135,4.416137779117537,4.650739414407469,0.35459012311030236
MSRA,0.3538348971292643,0.6682105200793739,5.691088512186044,5.751949193569337,5.346209979145427,5.552731055030077,0.34487853304061744
CNBD2,0.35373885599524835,0.6682105200793739,3.61095998245002,3.8913361160487656,3.75647477941248,3.93963543079081,0.3286754483407903
POLM,0.35397721526077347,0.6682105200793739,5.9743298467597725,6.201814616379479,6.028252923366072,6.2967084340417045,0.322378587281932
DMRT2,0.3539622749170433,0.6682105200793739,3.7273818751639483,3.427815412884341,3.5239123963938304,3.6334196371430294,0.29956646227960704
TM9SF2,0.3538683139936151,0.6682105200793739,10.367950089257496,10.189867817816717,10.39876918028547,10.075458869918473,0.29249121933902344
SCARB1,0.35391504898803144,0.6682105200793739,4.421420994501504,4.495548034419995,4.239473595029556,4.513867835327493,0.18194739947194805
BDNF-AS,0.3539301857743815,0.6682105200793739,3.078216934932879,2.936246194348222,2.9913914867700755,2.921468861493682,0.15674807343919683
NEDD9,0.35403822986052974,0.6682651893284132,5.2329659017289485,5.530361084548275,5.363605720562146,5.390921956248714,0.29739518281932664
LOC102723779,0.3541036818740489,0.6682677251480195,4.967863499245296,5.235198620025105,5.003759360082516,5.114292870980047,0.2673351207798085
PDCD4,0.3540966866630912,0.6682677251480195,3.1955505116215916,3.094513116596488,2.9864953291387586,3.171441339612953,0.20905518248283306
SLC4A8,0.35422101720107924,0.668368156992316,3.8161822206191083,4.091177828921661,3.8855644818513757,4.124944984960845,0.30876276434173633
GPATCH11,0.35420317866472495,0.668368156992316,4.885315428836395,4.805858656630982,5.008570843724125,4.82835581812611,0.12325541488772984
TMEM68,0.35437304949800025,0.6684190907837926,6.352427919794086,6.05853687491291,6.009896358087171,5.811409135713265,0.5410187840808209
ZCCHC8,0.35435279925977836,0.6684190907837926,7.02126153988385,6.786528903734475,6.902946193302898,6.66513458564189,0.35612695424195984
FBXL3,0.354319298807332,0.6684190907837926,7.242559174037186,6.917943990924968,7.013198908205685,7.112413668977915,0.3246151831122184
C11orf72,0.3543762572157166,0.6684190907837926,5.744905099469584,5.597358807940534,5.554539323617152,5.555845019083197,0.19036577585243197
DLEC1,0.3545803214401744,0.6684626823377675,5.72459331588989,5.562648909061615,5.284372507893761,5.5114885869103105,0.4402208079961287
TP73,0.3546785894426024,0.6684626823377675,4.8738734459127775,4.669718369609931,4.4929041968071735,5.037002695006998,0.38096924910560404
STX1A,0.3546423554875655,0.6684626823377675,5.878065482439491,6.251733645734352,6.013849779181959,6.174217707777085,0.37366816329486063
LDLRAP1,0.3546335866322249,0.6684626823377675,7.423659577914623,7.775693666118545,7.368257588675385,7.50780102307515,0.3520340882039221
PFKL,0.35459465078199215,0.6684626823377675,7.9439437489947835,8.264108853369658,7.8272185976066275,8.252775341302176,0.32016510437487433
LOC101929454,0.35451555294536974,0.6684626823377675,3.5288393625761123,3.3242981231260718,3.25883167313239,3.2739103498549524,0.2700076894437222
LOC221122,0.354614566655432,0.6684626823377675,4.601665264794142,4.559627273801699,4.387547332897638,4.557214122085051,0.21411793189650385
HFE,0.3546879409065802,0.6684626823377675,5.477367021843239,5.50896112120099,5.315838454428461,5.485317862040103,0.16152856741477795
COX6A1,0.3545325384221369,0.6684626823377675,7.58314515888101,7.5828116763196745,7.469142093102531,7.462401058120545,0.12074410076046505
PSMG4,0.3548672631176507,0.6687401881475895,5.80000846198564,5.8668532016895085,5.415777762881295,5.822503578958997,0.3842306991043447
TTTY15,0.3550188064149425,0.668844395096577,4.279944405209117,4.8414383094168345,4.937749423733908,5.201917986740689,0.9219735815315717
DUSP14,0.35500435255490637,0.668844395096577,9.279724868124376,9.083333852235995,8.592924901894913,9.159135303279896,0.6867999662294633
SNX11,0.35496379365078795,0.668844395096577,7.823534197357188,8.012375659912694,7.727409941320013,7.954500912913857,0.18884146255550593
FASLG,0.35514131433821566,0.6688938586433391,3.9938434476321802,3.9030307941862117,3.612492278639358,3.77531329659805,0.3813511689928224
SPSB1,0.3551160468133043,0.6688938586433391,6.397447769692884,6.693430680541255,6.315662418677403,6.74583387821061,0.348386108517726
CHST9,0.35508751506836417,0.6688938586433391,3.2642203025718146,3.1220554631944757,3.2082506657352243,3.0110050183685337,0.2532152842032809
MAB21L2,0.3553970730968447,0.669103050909479,3.399998614613325,3.2432728217047377,3.0848107045068116,3.2324678844539663,0.3151879101065136
LOC101928230,0.3553201123781031,0.669103050909479,5.620777794508167,5.871764982298029,5.494158480730789,5.831913823447699,0.2509871877898622
TTC38,0.35540404060009184,0.669103050909479,6.081970758181306,6.301930059070467,6.112686756609274,6.2968696132661135,0.21995930088916094
LOC283737,0.3554102482207235,0.669103050909479,3.4155362523999124,3.5013562569651615,3.37454163022392,3.5867647868059307,0.17122853440601826
SYCP1,0.3554128542676309,0.669103050909479,3.228705499736597,3.12049164840762,3.0659250061047856,3.1968531616757603,0.16278049363181157
PCDH12,0.35545726357790275,0.6691262330539157,7.061058614611731,6.589211217365725,6.943968488085942,7.1539019156490395,0.4718473972460062
NUDT12,0.3558000555782011,0.6697110471916158,4.476308420999369,4.0477537948639375,4.437478755091436,4.144783197067411,0.4285546261354316
MEPE,0.3559469277858229,0.6698740603131501,5.052768175425835,4.854155010658683,4.432395605242128,4.7417204704373335,0.6203725701837071
TCP11L2,0.35595092287745,0.6698740603131501,4.287134467693872,4.023736686717517,3.9245113444793236,3.974160510665744,0.3626231232145485
MTNR1A,0.3560878998254513,0.6700713544147494,3.862843212225192,3.7336502294085157,3.6984068179779928,3.837185703827703,0.16443639424719914
PMPCA,0.35614474841758864,0.6701178443149718,7.945174328008673,8.43420910055194,8.28231500828659,8.21007543101323,0.489034772543266
LOC101927377,0.3561908232568683,0.6701440558847749,3.4917134115700637,3.6576687299525226,3.721184762613523,3.6406828028291116,0.2294713510434594
LRRC10B,0.3562346401254814,0.6701660149193319,5.2005155287995946,5.053313307513382,4.730110266794139,5.261795201572917,0.47040526200545596
LAG3,0.3563373895977131,0.6702893514998373,4.0858729896398085,4.631132053872139,4.318350845538581,4.479130786721438,0.5452590642323303
NLRP5,0.3563645036465942,0.6702893514998373,4.1160332230120265,4.361028530554491,3.9162586538483453,4.254310810076221,0.24499530754246468
RBM38,0.3564181509615984,0.6703297799952551,6.055412176455792,6.374211887341521,6.232214395120255,6.318602016685966,0.3187997108857292
RNF144A-AS1,0.3566022073378947,0.6705651680178875,3.714584681680027,4.028458834502273,3.916955605119163,4.0902172311927485,0.3756325495127215
SETD1A,0.35660763707858395,0.6705651680178875,6.234371042378203,6.3102166962686965,5.876224139753998,6.290349634234995,0.35814690262420434
WDR5B,0.35675910443398084,0.6707894849602843,5.995984736326868,5.5985660443046905,5.58407954503883,5.645537983003666,0.4119051912880378
RASSF4,0.3567942567140111,0.6707950819707551,5.553927363178389,5.597650744948315,5.794447023020058,5.956681121975699,0.40275375879731
URI1,0.35692235288801555,0.6709754024354687,6.433292603507389,6.264506944954168,6.537978807699123,6.297022102142073,0.16878565855322059
MUC13,0.35698847864146865,0.6710392032023568,4.877105045871776,5.482875616135741,5.130965178039964,5.429545168297724,0.6057705702639646
LOC440149,0.3570683422462474,0.6711288134826691,4.336467743206444,4.595824139684569,4.345189049720514,4.555313950856633,0.25935639647812536
LOC100506274,0.35713113383517114,0.6711863227436805,3.6704765044816408,3.7686188335474977,3.6913244253201736,3.8865182726481433,0.21604176816650256
SNX17,0.35725686235135934,0.671267895018075,9.283143932161714,9.62416887703138,9.322621347919979,9.31949797157929,0.34102494486966606
PRODH2,0.35727113215275136,0.671267895018075,5.725465289711033,5.718326346249789,5.455688196671022,5.7386656152911755,0.26977709304001074
NOVA1,0.35726130111846516,0.671267895018075,3.127776044415755,2.9767425024852496,2.906627202513483,3.0363317445322493,0.2211488419022718
HSD17B14,0.35739686609084687,0.6713226294496779,6.128987935126241,6.211713478394824,6.305112120143536,6.405605418960993,0.2766174838347517
LOC101928909,0.3573733738883903,0.6713226294496779,3.4143709072595914,3.153861091263039,3.1592796323645005,3.188918514063142,0.26050981599655243
ACOXL,0.35735438141526765,0.6713226294496779,3.542151621007083,3.5649347213583797,3.4745441339953778,3.5503289437027736,0.06760748701170538
KCNB2,0.3574787816607048,0.6714160036092228,4.096964638060572,3.9019838441529973,3.7421578236205932,3.8876506906569013,0.35480681443997897
LOC440602,0.3576705471417159,0.671534182889994,4.938371904716321,5.596023241256881,5.039181146809882,5.519632781637011,0.6576513365405603
AHCTF1,0.35758604122805676,0.671534182889994,6.1502045436925465,5.9709627782079195,6.618062570040041,6.240307855272479,0.4678580263474945
ZNF574,0.3576679519062846,0.671534182889994,7.046587761072526,7.269226801766926,6.65018065060503,7.163802228505453,0.39640711046749555
SRRM5,0.35760670680581086,0.671534182889994,3.807243255785334,4.071185706993293,3.811132701761078,4.114467279531687,0.30722402374635305
PCNT,0.3577868436780826,0.671692041152694,6.071482350020564,6.117412393867362,5.9023373187995185,6.1361231885753655,0.16914503122104563
NLRP4,0.35786917276634955,0.6717861078545702,3.6443408527602856,3.6288566737544934,3.380481296326647,3.6372698392107163,0.2638595564336388
NLGN2,0.35799659885051854,0.6719428427341507,5.9757455280855325,6.244732780342328,5.89306390146107,6.217565640450235,0.2689872522567951
LINC00644,0.3580171286018297,0.6719428427341507,3.1945073419991914,3.0429245122655666,2.9516214786124464,3.03641785038918,0.242885863386745
MAPK11,0.35806507552642935,0.6719723372558285,6.0037326751302205,6.6557659477763975,6.343566157657839,6.5815010901524005,0.652033272646177
PPP1R27,0.3581231061265596,0.6720207485622426,5.8029842169833925,5.875761282846625,5.756542610374727,6.00332393296524,0.20033971598184763
TM9SF1,0.35835349519695964,0.672040600975895,6.487845519276828,6.896969723682884,6.655712580240089,6.651047830335485,0.4091242044060559
LINC00242,0.35834477508468193,0.672040600975895,4.04177938517358,4.445973553773565,4.128807779197572,4.2856676209634195,0.404194168599985
SLC22A2,0.3582006143317866,0.672040600975895,3.990274010652396,3.6949700178661913,3.595724681151447,3.607973978667497,0.39454932950094923
COPS7B,0.3583593323603715,0.672040600975895,6.097022224484952,6.378990099014025,6.234774440958485,6.199925140883749,0.281967874529073
CASC7,0.3583148150595775,0.672040600975895,4.604011166712045,4.551271822525911,4.5097059974739295,4.3458255865811575,0.25818558013088744
B3GALT2,0.3582311405582961,0.672040600975895,3.1223525520848034,2.989472316460835,2.902958827374334,2.9742078868852118,0.21939372471046958
NAIF1,0.3582473925979185,0.672040600975895,4.905829783663115,4.979625067514017,4.771158446259908,4.826137703968054,0.1346713374032067
LOC101559451,0.35841590232865495,0.6720862323932181,3.6295941068567488,3.632621073725446,3.3100306850886962,3.5942577323759632,0.3195634217680525
IGKV1OR2-108,0.35851986922430473,0.6721068970837375,6.929194944779463,5.8129432086324995,5.462556235775762,6.341671902110001,1.4666387090037016
LSM5,0.35857578133605994,0.6721068970837375,5.669102670774261,6.244998373740951,6.086838032582743,5.894435045626179,0.5758957029666902
CMTM7,0.35852616650673463,0.6721068970837375,6.943626014404387,7.4002690602850585,7.213127319925515,7.517746313218339,0.574120298813952
CABLES2,0.35848047237324054,0.6721068970837375,6.503504653117454,6.691047765924902,6.7204240700482565,6.789444058264031,0.28593940514657756
TAS1R1,0.3585881147478133,0.6721068970837375,3.9976090245408322,3.903733108667842,3.7787808161912118,3.8891082455934005,0.21882820834962047
SNCB,0.35879998595476487,0.6721090100160332,4.96116681151631,5.569597913572728,5.227040649322063,5.502579617149174,0.6084311020564179
YLPM1,0.3588149118130492,0.6721090100160332,6.603730311276391,6.147323752739773,6.715072449538241,6.337559443437546,0.45640655853661816
C6orf136,0.3587319722639851,0.6721090100160332,6.780551267401452,7.094908485993677,6.419337640702733,6.803219115074686,0.3612136266987189
LOC101927340,0.35877644377388335,0.6721090100160332,4.080151709701316,3.9280877084824777,3.745270160132204,3.932690039400123,0.3348815495691122
ZNHIT6,0.35869660412546195,0.6721090100160332,6.015832937214129,5.848791001453402,5.965873798115305,5.757116180565099,0.25871675664903027
LINC00944,0.3587945111600058,0.6721090100160332,3.5459481274775606,3.528182987668322,3.3330803645341143,3.4599071754071637,0.21286776294344634
ZC3H4,0.3586659133311962,0.6721090100160332,5.99849898188715,6.019401108306788,5.813376372989634,5.894230903829995,0.1851226088975162
LINC00566,0.35886037380454255,0.6721337771159018,3.3802361981111453,3.143119125493323,3.0707317095789577,3.2535136211336337,0.3095044885321876
FAM167A-AS1,0.35890829502462435,0.6721631454072375,3.5306375048295373,3.419027951268037,3.3417741267324437,3.4710177286045987,0.18886337809709364
RAB5C,0.35920674902715266,0.6721650473921986,8.318119156307453,9.112348842561152,9.074262338077075,9.057443692352898,0.7942296862536988
PCED1B,0.35941982725989186,0.6721650473921986,5.164941831157118,5.451889541477079,5.259973430155383,5.775868355348707,0.6109265241915889
NUP54,0.35936821310222,0.6721650473921986,3.661800248704044,3.4121917749141026,3.1221620164247774,3.3416333825586775,0.5396382322792665
DDX59,0.3594080120274736,0.6721650473921986,5.806548282179112,5.855693735687649,6.310114299813854,5.739251287266206,0.5035660176347418
HSBP1L1,0.3593769833728644,0.6721650473921986,7.452709715179924,7.2663502626337975,7.047467084210744,7.276993108183081,0.40524263096917945
TCTN1,0.35939138061071374,0.6721650473921986,6.755089840070318,6.633785341843283,6.388973011542148,6.619633897490158,0.3661168285281704
NBEAL1,0.35926206591206455,0.6721650473921986,5.0233684235837615,4.823574730051334,4.665488978543719,4.837112198418522,0.35787944504004265
TRPA1,0.3593796457027988,0.6721650473921986,3.4892673557381086,3.65188541565541,3.6532936728333283,3.84113611671323,0.3518687609751212
PDE4A,0.3594574114243871,0.6721650473921986,4.476875575954385,4.823796583566377,4.59861094378286,4.60623079088704,0.34692100761199196
RPS6KA2,0.3594349618011588,0.6721650473921986,7.437361046758934,7.221538100150258,7.090835531780111,7.21874593268904,0.3465255149788229
LOC100133985,0.3591188917313077,0.6721650473921986,4.265796787001655,4.467703906068693,4.212816128018621,4.51539177425589,0.2495949872542349
CD38,0.35901225007504584,0.6721650473921986,5.095820741445377,5.236616698392981,4.883271653600674,5.065340240602908,0.21254908784470317
NDUFA12,0.3590798087547368,0.6721650473921986,10.268614387772624,10.35447608015565,10.461249748787745,10.378908843019511,0.19263536101512102
SNX7,0.35906820303253106,0.6721650473921986,8.885434104610257,8.708049870224885,8.91129682886997,9.007743839559405,0.17738423438537154
SEMA6B,0.3590974865913175,0.6721650473921986,6.250220374983184,6.387282043574277,6.173055552946569,6.424353992408766,0.1741336174255821
NME5,0.35928009566803026,0.6721650473921986,3.918001339331061,3.7599944682009565,3.905305546389103,3.9312363939546686,0.15800687113010436
CAPN10,0.35940159826951673,0.6721650473921986,4.829805767317847,4.871015356949012,4.787395288467908,4.983611938271064,0.15380617095321725
ITPKB,0.35959342338351,0.6723590753990508,4.764709294958186,4.769262797541718,4.492724590457228,4.804284220111101,0.2719847045009578
HABP4,0.3596918893996536,0.672422570857602,6.243687833646585,6.161287952111176,5.838463866407693,6.172863417455921,0.405223967238892
LOC100130207,0.35969062604290103,0.672422570857602,3.5298668330841667,3.3264522580951987,3.315182662378913,3.2422556768262147,0.28761115625795197
HOXA1,0.35973527234052244,0.6724433746754427,5.4871464062195825,5.843473603786816,5.628437629768558,5.802199582110695,0.3563271975672331
KIAA2013,0.359973722362614,0.6728287756693362,6.894378939707241,6.846228676759158,6.629216782549911,6.7760133340589555,0.26516215715732994
VPS13C,0.3602763683006162,0.6728462925319728,5.574607625310578,5.209053284073497,4.990795914213999,5.288685556468977,0.5838117110965788
LINC00927,0.36026575530274696,0.6728462925319728,4.085444985257934,4.512077793377972,4.249516640413167,4.563561758726732,0.47811677346879833
VPS13D,0.3600588271954012,0.6728462925319728,7.638926051881934,7.227757709588109,7.215599840692412,7.210593534364026,0.4283325175179078
LINC00563,0.36004563096556014,0.6728462925319728,3.8318550722838793,3.776238348417216,3.50985375897816,3.758555633095844,0.32200131330571935
THNSL1,0.360199314816977,0.6728462925319728,4.456116608441871,4.204728195842712,4.388726094644892,4.164753376559955,0.29136323188191593
LCA5,0.36028525016183127,0.6728462925319728,3.525117821295017,3.260986383828572,3.2874942257783957,3.25289545578929,0.2722223655057272
SCML1,0.36009433513779354,0.6728462925319728,6.1993950456183455,6.184747332527928,6.423092221605117,6.23590627009353,0.2236971759867714
LIN37,0.3603058331651451,0.6728462925319728,6.42947317865822,6.526950188138504,6.21302094674198,6.38395350941341,0.2164522319162403
MAP3K11,0.3602008638479529,0.6728462925319728,5.9778056101406944,6.125409765812509,5.828755098885671,6.107805003193029,0.1490505112550231
LOC105376166,0.36025125469514796,0.6728462925319728,3.945466097034402,3.9793556714361564,3.9054369260617983,4.084120875342457,0.13865477830805473
TSPYL5,0.36050815723405777,0.6730552729356255,7.4417492107002445,6.873618109589981,6.993464152483386,7.0990315596704505,0.5681311011102634
C5orf66,0.360653902560284,0.6730552729356255,6.3429374925532,6.4246515912940305,5.873040455863961,6.367816684639812,0.46989703668923877
NOX5,0.3604514101982914,0.6730552729356255,4.973004651368664,5.340056960708574,5.115385332519223,5.366870922856226,0.39386627148756137
ARFIP2,0.3605912662140608,0.6730552729356255,8.27985277528141,8.660305652110628,8.330784078690373,8.559558957277764,0.38045287682921725
NEFM,0.36064070190324965,0.6730552729356255,3.901257217040636,4.137185784559618,4.219730955039492,4.191904845508341,0.31847373799885625
TRIAP1,0.3605324032468044,0.6730552729356255,8.998950290762354,9.253508520756336,9.053551895727773,9.022722449162002,0.25455822999398237
RNASEH2C,0.36067601253054526,0.6730552729356255,6.964364308178897,7.137096771565935,6.996869796416465,7.134086376763793,0.17273246338703796
RPS15,0.36060766074537964,0.6730552729356255,8.911360688285287,8.879127789022796,8.752355580677271,8.754180293665685,0.15900510760801545
POU4F1,0.3607431871555096,0.6731203764269278,3.4359759405836705,3.326401715649965,3.265316984980405,3.328052259371889,0.17065895560326538
MINOS1P1,0.3610702423225354,0.6734686305307883,6.654656552655648,6.26137544118367,5.92806696780652,6.134056854661378,0.726589584849128
LOC100289333,0.3611039778470616,0.6734686305307883,7.56937327470177,7.262481788022439,6.9186506137612644,7.133814092313471,0.6507226609405059
LOC153910,0.3614023779256166,0.6734686305307883,5.656774424265887,5.647709155791472,5.111108709437757,5.502618012261583,0.5456657148281296
LOC101928673,0.3612130292779527,0.6734686305307883,5.825899151224171,5.47367638205714,5.281585347851954,5.473876068545679,0.5443138033722166
GDI1,0.3614143821171556,0.6734686305307883,8.664104639817108,8.735515756323869,8.170269556967455,8.735374429601203,0.49383508284965316
HLA-DRB1,0.36114527926727813,0.6734686305307883,12.036783798731674,11.611935860767543,11.788741508687687,11.761136431384278,0.424847937964131
ZNF827,0.3612639674729679,0.6734686305307883,5.962866233249109,5.6461824419586195,5.543296089778366,6.234443619675139,0.41957014347074306
ADCY8,0.3612142583470934,0.6734686305307883,4.594257573093596,4.199282140644538,4.24204275875181,4.352348527645674,0.3949754324490584
RNF169,0.3613859181968368,0.6734686305307883,7.823066643317344,7.6082276287738715,7.449535449159826,7.658647649694906,0.37353119415751834
VWF,0.3612969540373267,0.6734686305307883,6.7908451044078895,6.728247404554551,6.580761967481493,7.084824130966715,0.2939790265588256
TFAP2A-AS1,0.3611667689233391,0.6734686305307883,4.8759896311681485,4.882347007276801,4.589296772866927,4.866282491319549,0.2866928583012216
SCGB3A1,0.36134222866768206,0.6734686305307883,5.493060502111741,5.441687498923784,5.209888357731011,5.418289821697106,0.28317214438073
IFT140,0.36108782835100595,0.6734686305307883,4.364371177226453,4.569072431382893,4.343389559073542,4.606619846546924,0.24224866932047107
PYGO2,0.36126496990322465,0.6734686305307883,5.822806506246459,6.040283428359589,5.829022289786299,5.995404987743207,0.2174769221131303
LOC101928162,0.3610972689661047,0.6734686305307883,3.3024919053706143,3.418724058291879,3.3438389250098335,3.402620623509597,0.11623215292126465
NKX3-1,0.36152657620642864,0.6735406997736794,4.638898753190351,4.932235553524348,4.471516163979197,4.786954036655225,0.29333680033399645
FAM129C,0.36154997943050876,0.6735406997736794,4.244746892756386,4.408645005302154,4.397699850348632,4.48969924341219,0.24495235065580356
TMEM27,0.36151350983340597,0.6735406997736794,3.204037481997309,3.0544579124491875,3.1061170678549765,2.9957938422800354,0.20824363971727378
TMEM37,0.3618044630457435,0.6737739567286878,6.695776242086858,6.269406025062664,6.197740961790305,6.444525814981399,0.49803528029655286
TDG,0.3617591892038883,0.6737739567286878,8.563342417036841,8.759084269731579,8.958379852961805,8.738015234557034,0.395037435924964
KLHL29,0.36174316490191716,0.6737739567286878,4.060452659016321,4.334439948988897,4.0002907218152295,4.272729506364996,0.2739872899725757
CSDE1,0.3617748354145499,0.6737739567286878,10.113070844618212,10.051937096027741,10.368666439454845,10.0959240710396,0.25559559483663286
CEP104,0.36187308388065736,0.673778304776077,6.3007417068997755,5.847890490969878,5.830235263300267,5.61888792091045,0.6818537859893254
