gene,p_value,fdr,mean_Normal,mean_0–3 days,mean_4–7 days,mean_>7 days,max_abs_log2fc_vs_normal
MAFK,0.14455860639424573,0.47036565536155933,6.6600867846014795,6.97623275577586,6.492086504305408,6.835661401871044,0.3161459711743806
PHACTR4,0.1446901484354923,0.47036875593405947,8.701023734579264,8.169757747593714,7.852991380239121,8.05784029188598,0.8480323543401429
OLFM2,0.14464739830636789,0.47036875593405947,5.645703763591341,5.453610838332787,4.928107336251292,5.101217130863643,0.717596427340049
KCTD20,0.1446900294784253,0.47036875593405947,8.908527324675882,8.674017284722556,8.197026222834138,8.228505577619549,0.7115011018417441
RANBP2,0.14465965150590648,0.47036875593405947,7.051882798606276,6.663485583134258,7.5520480942550465,6.970462423095985,0.5001652956487703
LOC114224,0.14460845120059382,0.47036875593405947,7.894914180559982,8.385282573946466,7.865828752209095,7.784789924771477,0.4903683933864835
TUBGCP2,0.14474732960852488,0.47036875593405947,6.258073066217693,6.6584439674672025,6.197135382467105,6.564973349851672,0.40037090124950936
LRP1B,0.14475661636957624,0.47036875593405947,3.293725077269075,3.0210194391760297,3.0235416063684664,2.9952070501573687,0.2985180271117063
FAM212A,0.14475141139669628,0.47036875593405947,6.821935686968277,7.038631995734583,6.631825230614328,7.064127768544957,0.24219208157667982
DLGAP4,0.1448146878825588,0.4704841223275028,7.148452013809179,7.072154930294672,6.499030979589158,7.1053892438271715,0.6494210342200217
PSMC3IP,0.14489045062224995,0.4706569203135972,6.192288052560009,6.5440264079547354,6.364164784573049,6.595721675906123,0.403433623346114
ZDHHC12,0.14492088635704445,0.47068244878823223,6.853788410344926,7.583537408066704,7.231521978062673,7.352156909572094,0.7297489977217779
NUDT18,0.14495934913922184,0.4707340359586444,5.771931650651145,6.034182658509294,5.544346713449723,5.875537393743284,0.2622510078581488
PPARGC1A,0.14505116064166187,0.47095882215501744,4.485500730461198,3.824078491098421,3.8148737431377775,4.035189020549807,0.6706269873234207
MS4A1,0.14511888478755935,0.47110534258035464,3.519140679149872,3.6447837178575,3.929703880469057,4.239531004051322,0.7203903249014503
SRGAP2,0.14516599385135087,0.4711270700828803,6.050919771067073,5.266544405852131,4.872590525581612,5.560015647777727,1.178329245485461
TSPYL2,0.14521597046971357,0.4711270700828803,7.8448308130456965,7.760500827516243,7.386329308035227,7.7479596923662895,0.45850150501046993
ASCL5,0.14520334335409696,0.4711270700828803,3.499741536193124,3.612165320938427,3.4183806077488144,3.6850103867345734,0.18526885054144948
CSN1S1,0.14521236374756677,0.4711270700828803,3.6027200560196344,3.4644191118676892,3.460400859700865,3.662609541210038,0.14231919631876933
WIPF2,0.1452759563971726,0.47124834899148194,8.562027799671618,8.231857273826876,7.9043008928944545,8.014570129086396,0.6577269067771638
SIRT4,0.14531073964341767,0.4712878500444884,4.104720594403907,3.8504579768775495,3.767911444749122,3.878625452843005,0.3368091496547847
KLHDC7B,0.14542404638414191,0.4715015842708358,4.894493502162092,6.523861045580953,5.365036036659636,5.438442681642308,1.6293675434188613
MN1,0.14546487942546613,0.4715015842708358,6.537780871016518,5.683321461275735,5.851661709186797,5.829765396669946,0.8544594097407829
ZNF329,0.14542972906449056,0.4715015842708358,6.434435605018014,6.140428370380493,5.78537512459156,5.985327413496846,0.6490604804264537
C14orf37,0.14546710428002763,0.4715015842708358,3.7755153364611793,3.978162632867075,4.003059966419612,4.1105222685116605,0.33500693205048115
TERF2,0.14552669476055582,0.47162141028572485,5.039293656494796,5.4679567970650576,5.01418027243648,5.108897628020879,0.42866314057026145
GTSE1,0.1456764238436329,0.47169804231982926,5.584743713996417,6.428108998202872,6.65155178015707,6.414081753088133,1.066808066160653
MOCOS,0.1456255268134463,0.47169804231982926,6.2830766609333,7.102269185807419,6.794865080694749,6.843015946168431,0.8191925248741185
MTCL1,0.14570913407170413,0.47169804231982926,6.90774831348003,7.183796822510598,7.4557749502409445,7.69244771520597,0.7846994017259394
TAF12,0.14563393738639227,0.47169804231982926,7.214656364702303,7.38849428834867,7.833110129211903,7.101321954134864,0.6184537645096002
EGFL7,0.14557977990794688,0.47169804231982926,6.9830816544773695,7.2333087689867375,6.780163733467286,7.587534175346334,0.6044525208689642
GSAP,0.14578208074716104,0.47169804231982926,7.290523663892245,7.09708740116115,7.786530876094113,7.288414728379387,0.49600721220186816
BBOF1,0.14582184779121737,0.47169804231982926,5.466327820966044,5.6374881251540545,5.8951636473834865,5.923506271197393,0.45717845023134895
EPM2AIP1,0.14580765011110908,0.47169804231982926,8.216666271239125,7.790590910764714,7.888896609553885,7.8365631157595494,0.4260753604744112
ILVBL,0.1457497873871071,0.47169804231982926,7.922716549515958,8.070811838633135,7.498550626692446,7.681521354404218,0.4241659228235122
ANKZF1,0.14565468458087477,0.47169804231982926,7.663366862839621,7.415651600777014,7.26541907882574,7.441234242923198,0.39794778401388076
LOC100129917,0.14581093116257682,0.47169804231982926,3.2838704491134476,3.6747897216401006,3.189914761986795,3.2332415998000172,0.39091927252665304
MBLAC1,0.14573836422865546,0.47169804231982926,6.029446300246794,6.133747369844166,5.665719992709048,6.162523920643093,0.36372630753774615
EAPP,0.14591488298173338,0.47192576487793636,8.882641406783675,8.415547323168811,8.400000220470448,8.316885160609353,0.5657562461743222
SPAG1,0.1459508276182297,0.471968800090717,7.412753601077832,6.4005201157110365,6.9012566945936955,6.2063843869774855,1.2063692141003468
FBXO31,0.14601863113202684,0.47211482968990315,7.278531445378687,6.969200316238726,6.588659727643233,6.897859752378835,0.6898717177354543
GRIN2A,0.14604879839395019,0.47213914543604796,3.469435870305386,3.1903558791817876,3.176287754119105,3.199131773449037,0.293148116186281
HGSNAT,0.14609269785650503,0.4721939392872867,6.836341459136091,6.437190449498288,6.160442001540743,6.3307760223004905,0.6758994575953476
LINC00445,0.14611104673552794,0.4721939392872867,3.8632423906639493,4.095368472227854,4.02861205037676,3.9904394589168124,0.23212608156390457
PPP6C,0.146398464503741,0.4723905259207541,8.516342684271597,8.19401218860635,8.161757881899526,8.005136423733427,0.5112062605381702
TSC22D4,0.1463790732137539,0.4723905259207541,5.5663125914289795,5.994422815355743,5.497028006819739,5.977589639892088,0.42811022392676357
SFXN1,0.14637679284412672,0.4723905259207541,6.105474420102856,6.507338623973941,6.487653414284952,6.430898206946185,0.4018642038710851
THEM6,0.14634437417020094,0.4723905259207541,5.894937701678482,6.1333875868721845,5.495132652874724,5.968527469161079,0.3998050488037581
PKNOX2,0.1462454035024021,0.4723905259207541,5.474290260515898,5.37205956669026,5.112224113215249,5.436000066023354,0.36206614730064857
NAA60,0.14636029383725646,0.4723905259207541,7.898896143521012,8.18550438644835,7.8394861052559195,8.223681250228873,0.32478510670786154
LOC102725454,0.1463235814951825,0.4723905259207541,5.109990047291542,5.055170353663297,4.886502068939923,5.058799050580835,0.22348797835161882
DAZAP1,0.14627660120731245,0.4723905259207541,9.597097763219923,9.814807631258137,9.382347594904708,9.589225895746472,0.2177098680382148
STT3B,0.14619634053242533,0.4723905259207541,9.553040148735903,9.363201842722939,9.757573753294965,9.480512894794588,0.204533604559062
PHBP19,0.14622074787081316,0.4723905259207541,5.836560712226899,6.0335720638807535,5.954139982387113,5.719173049095869,0.1970113516538543
TGFB3,0.14647926418907184,0.47250498217759085,5.404742284580046,5.57011361285819,5.48171680773489,5.738567534714036,0.33382525013399
ARHGEF15,0.14646577056684437,0.47250498217759085,5.90887060156036,5.792620705892147,5.686676261867459,5.879469450295983,0.22219433969290137
PTGIR,0.14656671946820024,0.4726701251247511,6.088711834586133,6.515084002869109,6.337312509331647,6.460554642860775,0.42637216828297664
VPS72,0.14657580386279337,0.4726701251247511,7.904071297085362,8.14125382122155,7.771865810550885,7.90299913027037,0.23718252413618846
VPS4A,0.1466426347980834,0.4727393923411849,8.178504789536172,8.681466828644217,8.190258853381842,8.381360307366885,0.5029620391080449
LOC101928231,0.14663169888493843,0.4727393923411849,4.348484691458185,4.839582396797777,4.451066855061858,4.760703051411992,0.49109770533959196
SEPT7,0.14674131256190315,0.4729843667734318,5.276828763788541,4.714710934573496,4.484689479816514,4.716764046431038,0.7921392839720269
SLC39A6,0.14687442456811445,0.47302415881722554,7.577763042357586,7.5172544525338685,8.58276063433813,7.66992460807077,1.004997591980545
CYP2J2,0.14688385076675428,0.47302415881722554,6.458048504637304,5.645003591991297,5.5352828809101835,5.617587704450336,0.9227656237271207
NOL3,0.14682175940667946,0.47302415881722554,7.308214033196728,7.036392015228852,6.753884863001143,7.07452386117929,0.5543291701955848
TNFRSF11B,0.14689668140457512,0.47302415881722554,3.5513612070855536,3.944614768937106,3.8908240703631347,3.7549169294492053,0.39325356185155247
SMIM20,0.14678082448315377,0.47302415881722554,7.256682071649668,7.442017640870479,7.5516977471709295,7.616406666413293,0.35972459476362495
COPS2,0.1468457079382541,0.47302415881722554,7.782773217475925,7.485511590638784,8.135567496016378,7.6956619869293545,0.3527942785404532
CROCCP2,0.14691248217294395,0.47302415881722554,6.58810759725868,6.575541309484255,6.263833789598188,6.436346151142305,0.3242738076604921
ABCB10,0.1469983406567011,0.4732275179139753,7.2762657857147275,6.963711748708747,7.478085647746948,7.145759086835771,0.31255403700598006
CACHD1,0.1470344770632637,0.4732707700810439,6.665371732835557,6.2891770256503845,6.287521258111021,6.394324078895896,0.3778504747245357
ZNF444,0.14709996709092904,0.4734084769854413,6.602921483405441,6.775862506780233,6.478589557583252,6.788322878669992,0.18540139526455057
MS4A6A,0.14720825244406602,0.47353767118560225,8.45336849378249,8.680420892515968,9.35676817631653,8.994858931712871,0.9033996825340402
ODF2L,0.14717013609121987,0.47353767118560225,3.8765529325780257,3.7486786964425196,4.3676308303724225,4.111770603685301,0.4910778977943968
PIP4K2C,0.14720527753467094,0.47353767118560225,8.3572848802122,8.721370685131483,8.219968707752008,8.261706623190685,0.36408580491928255
ZSCAN26,0.1473636841112962,0.47392507840940834,5.790218819791686,5.421221587867681,5.615276391957309,5.564204180809315,0.3689972319240056
TIMM23,0.14737415019801392,0.47392507840940834,3.6190372581170642,3.3847798956340838,3.3583773056397312,3.2626273447944585,0.35640991332260574
C12orf49,0.14740867976610525,0.4739630098340164,6.1472366059092876,6.605775363235217,6.407786830414369,6.780010597144144,0.6327739912348562
MGC12488,0.14746425718481362,0.47406859426198833,5.782167804911026,5.32414984082564,5.639420611872573,5.572962094789293,0.45801796408538653
SQLE,0.14752407055039052,0.4741146636094561,6.606006397204264,6.927374902326701,7.34401994819801,6.91459959126896,0.7380135509937462
CBLB,0.14750766627028686,0.4741146636094561,5.270518270347774,4.651479221863787,5.284394325726214,5.023493180242614,0.6190390484839874
SNRNP48,0.14757222116231136,0.4741232342104897,5.558940041339043,5.718176508463014,6.012520005798632,5.870995831055359,0.45357996445958904
RSL24D1,0.14757062844573413,0.4741232342104897,9.231503079810318,9.03007006448432,9.367084393504895,9.011470812114919,0.22003226769539985
SLC35C1,0.1477635899040292,0.4746649186932513,6.4515998390253015,6.750713340712299,6.628209233579916,6.779119014450225,0.32751917542492315
MPLKIP,0.1478334873579222,0.4748162909317459,8.221920015292449,8.445314407995022,8.374484974516259,8.365398439253012,0.22339439270257344
IFT122,0.14790962011740733,0.47491448640192635,5.128891451023705,4.935515751862433,4.709565659814618,4.879218764540974,0.4193257912090873
DOCK7,0.14788731200087624,0.47491448640192635,5.592413671192037,5.379933442303234,5.753541822355577,5.553523663888604,0.21248022888880236
MGST1,0.14795032698752794,0.4749720383486268,9.359505512829626,8.454732120414358,9.803639417780895,9.301645016838961,0.9047733924152688
NACAP1,0.1480324827047131,0.474996493029709,11.759196849477512,11.354167398606746,11.197399208494637,11.452320952782214,0.5617976409828742
MMAB,0.1479870473868254,0.474996493029709,6.214465752052928,5.988918439306545,5.714973550573016,5.783432719380038,0.4994922014799119
PTPRH,0.148049079609893,0.474996493029709,4.439217657550336,4.879457524281,4.398725043475596,4.884039444558167,0.4448217870078306
HSPB6,0.1480239187993501,0.474996493029709,5.0058671678568,5.111030897059036,4.764742292296195,5.413980961780538,0.4081137939237385
RPL32P3,0.14819721793850843,0.47529135792640786,7.128576472187407,6.921802488995443,6.525523226582933,6.8414768817396805,0.6030532456044746
LOC730102,0.14822645435224138,0.47529135792640786,5.025881533552911,4.485224459253577,4.983792360610721,4.663422900966573,0.5406570742993342
C3orf38,0.1482549741267954,0.47529135792640786,6.715666494717514,6.197282547118981,6.267310557200633,6.2109381772208545,0.518383947598533
ISYNA1,0.14824920109112705,0.47529135792640786,5.711150488672278,5.62911307630566,5.289652205412426,5.642206658566372,0.4214982832598517
FRMD4B,0.14820394147446408,0.47529135792640786,4.743063897625869,4.513580880909064,4.547921419427856,4.428066639076209,0.3149972585496599
TMEM132E,0.14836058437110677,0.47555680549951324,4.000865011752544,4.135300552124545,3.8074274557156635,4.13947149254764,0.1934375560368804
NEB,0.1484714237437983,0.4758260614294556,5.042938156205701,4.42109972681234,4.783753879995127,4.501610609235008,0.6218384293933612
PTPN11,0.14849023194839017,0.4758260614294556,5.590917373034263,5.5968110654223295,6.091714069646756,5.522254609128324,0.5007966966124933
TPTE2P6,0.1485283938844389,0.47587520450327064,3.168672355735778,2.947349434754603,2.9203234075778153,2.9995994979620053,0.24834894815796282
RRAGC,0.1485760455862188,0.4759547323880593,8.747785576829306,9.346016078410686,8.91332177138195,9.124642389941911,0.59823050158138
SLC38A7,0.14873165231900173,0.4759557699996421,6.08663196351466,6.792079726618582,6.526916768445516,6.90775448538574,0.8211225218710805
STX17,0.1487590079296656,0.4759557699996421,7.0015425980286,6.278346306909877,6.342200847110294,6.232519860772637,0.7690227372559626
COQ10A,0.148683273263818,0.4759557699996421,6.674020963165805,6.202766881471022,6.138741526335089,6.433985635720593,0.5352794368307165
HP1BP3,0.14871584506325183,0.4759557699996421,7.284038818226297,7.605662667591649,7.756456177409555,7.6616702585255565,0.47241735918325745
MED13L,0.14874498332682776,0.4759557699996421,7.696590859237541,7.387541096882772,7.257273762456518,7.357966577334053,0.43931709678102315
CTIF,0.148720087838278,0.4759557699996421,6.346745846048866,6.280778115426344,5.970775750194743,6.3627079199383045,0.37597009585412255
DSG4,0.1486970777758385,0.4759557699996421,3.3733046816780115,3.0432334877767584,3.159715883446209,3.0614393162301474,0.33007119390125306
FNTA,0.1486679223411893,0.4759557699996421,9.06983063792061,8.877367964871489,9.289705641025979,8.933221536124298,0.21987500310536845
CA9,0.14882655099643013,0.4760988085274782,5.972669702870735,6.387003354553362,7.033499343466588,6.481978542462085,1.0608296405958528
TBC1D9,0.1489546397221392,0.4762893142526316,5.02356474415662,5.139346114811176,5.738767010366078,5.329055462274314,0.7152022662094577
SLC35B3,0.14895317455064494,0.4762893142526316,6.866652707898477,6.334209885826623,6.717316855508668,6.594270838391757,0.5324428220718538
PPP2R5C,0.14894617784966735,0.4762893142526316,7.109054396332209,7.2842659862649874,7.45230493276449,7.2699404251057524,0.3432505364322811
LMLN,0.14905220519700096,0.4763090701942177,5.273556526101372,4.788241266199452,5.175903818955309,4.917843928187154,0.48531525990192037
PEMT,0.14903598646049038,0.4763090701942177,7.61600283953975,8.034201068893873,7.584721620349608,7.8517871831943795,0.41819822935412354
KIF3C,0.14901122547659926,0.4763090701942177,6.082618617865893,5.951162227334692,5.892918616569806,6.228983143662069,0.189700001296087
SIRT5,0.1489977408804106,0.4763090701942177,5.025505909218016,5.18124410722149,4.954063085713995,5.1734505962577915,0.15573819800347355
IFT80,0.14908106000179808,0.4763282665007642,5.669743309845322,5.165195587237705,5.570388618625858,5.441339563272661,0.5045477226076169
FBXO21,0.14911564437708852,0.4763310878248368,8.39493665864052,8.11353143248043,8.10287752707927,7.890124941117183,0.504811717523336
STK11,0.14912763863357203,0.4763310878248368,7.00919516095881,7.325506089418467,6.779714133070587,7.244632995847844,0.31631092845965725
LOC100270804,0.14915767518592618,0.4763540459981907,5.120878166161194,4.482160120045605,4.771896411652333,4.5805317135637,0.6387180461155895
PRR12,0.1492763751529846,0.4765388574807426,6.6675614176541,6.439747811827555,5.741931894719349,6.441732725589554,0.9256295229347504
NIPA1,0.14924099000943797,0.4765388574807426,5.233963533395988,4.8062057148471755,4.947822781811712,4.724038378405023,0.5099251549909649
ADAD2,0.14930697510860566,0.4765388574807426,5.5553100274016884,5.742530755074248,5.237705435719085,5.6424047266345925,0.3176045916826036
KRI1,0.14930125995270993,0.4765388574807426,6.9388064116047135,7.179678690303991,6.7621718235559,7.082957311975833,0.2408722786992774
NNMT,0.1494565054236544,0.47657834583547676,4.525353356896942,5.632907202068703,4.943902936209587,5.678752400793659,1.1533990438967168
PLCD4,0.1494504763553319,0.47657834583547676,4.30105776877289,4.8165305398671885,5.002840147877442,4.989429705531799,0.7017823791045519
COL28A1,0.1493637249663684,0.47657834583547676,3.9259403678512697,3.4491608001539,3.451993483168318,3.322684844787997,0.6032555230632726
ATG4D,0.14945288616359081,0.47657834583547676,7.029334890378336,6.968663236636339,6.545848821509826,6.842521438478902,0.4834860688685101
AMPD1,0.1494167439257554,0.47657834583547676,3.8637839035027355,3.5279664352263573,3.490259613950584,3.5391668404174994,0.37352428955215133
LINC00654,0.1493816378895366,0.47657834583547676,4.050066821703178,3.9912071865265375,3.745212002426831,3.9846797759778396,0.3048548192763465
SNX13,0.14949674453121195,0.47663375592394963,4.693368653283307,4.5126855464363755,5.1891204307157,4.616455489711883,0.4957517774323934
CNNM4,0.1495632149784481,0.47677276848175626,6.505949082165333,6.010665722980037,6.2661845120580475,6.1732882401084685,0.4952833591852963
PKD1P1,0.14962491517436236,0.4768079377531495,7.128040107524028,6.715516513019376,6.118570469403205,6.578914415762079,1.009469638120823
RAMP2-AS1,0.14964285958935425,0.4768079377531495,4.258002860213691,4.01795162465225,3.7657790292888733,3.92143924216055,0.4922238309248175
NEDD8,0.1496406806204125,0.4768079377531495,10.253472748004375,10.483009375781386,10.424848779742844,10.397961718838983,0.22953662777701034
PPM1D,0.14971103253769918,0.47695226258342793,5.744975502570424,5.653829809992758,5.916530803313549,5.838295549007694,0.1715553007431252
PSENEN,0.14984055073229266,0.47707327453678033,7.241696026758995,8.21132810610355,7.159050048185435,7.44048804708181,0.9696320793445556
IDH2,0.14977867142842255,0.47707327453678033,7.561551872338971,8.072940414566633,7.776648970968626,8.014078442356428,0.5113885422276612
LINC00958,0.14981844747823012,0.47707327453678033,5.250252651339081,5.370488449159164,4.790630989818141,4.886153523068422,0.45962166152093964
BABAM1,0.1498213317810044,0.47707327453678033,8.460793833211811,8.804728788198055,8.632685660565071,8.683324817953167,0.3439349549862438
LINC00689,0.14996676980506168,0.47740223192791664,3.9093215369313796,4.167101544758389,3.7766616739817724,4.086604551253512,0.2577800078270096
SLC17A4,0.1500339884294426,0.47754329630183506,3.5996369321333663,3.5110087442248052,3.377324254544426,3.496565981885903,0.22231267758894013
LAMB2P1,0.15012460225146468,0.47768585282944687,5.199123700297885,4.724977900104324,4.652245962099152,4.923313930445837,0.5468777381987326
CELSR3,0.15012122243812254,0.47768585282944687,4.776059726538115,5.013632384334763,4.769143009546242,5.016185569478427,0.24012584294031214
HACD2,0.15019415027184982,0.4778342201842706,7.953866690355098,7.743628635819159,7.978552833337843,7.352508486513521,0.6013582038415768
TMEM30A,0.15030929642913374,0.4780753062114651,7.992141076747693,8.019166115792776,8.562178730976031,8.180949166039055,0.5700376542283383
DAG1,0.15031579202878712,0.4780753062114651,8.155776888123166,7.893348556430229,7.647258631596956,7.770345200986149,0.5085182565262096
ANKRD13A,0.15044749366794616,0.47842119401911865,8.068654056214921,7.590016806498238,7.273221692235269,7.538774574548069,0.7954323639796526
LOC100268168,0.15047707249516376,0.478442276556226,3.239953646291966,3.1868965601121073,3.176348292224796,3.254226071218442,0.06360535406717016
EIF4G3,0.15057507074093673,0.4786078784581566,5.2971018418718,5.277068771940065,5.715833227532705,5.6163155810462735,0.4187313856609043
POU2F2,0.1505611866005618,0.4786078784581566,5.185320522041237,5.511736815177469,5.265465258131652,5.573742894113501,0.38842237207226393
BTBD16,0.15065472887866918,0.478658867851531,4.921693075657013,4.259564410371807,3.796732015036009,4.2510930138019125,1.1249610606210045
LOC286191,0.1506827755598986,0.478658867851531,5.180529140814865,4.158307079702712,4.321350612514767,4.420558698393351,1.0222220611121529
GATA6,0.15071670445412078,0.478658867851531,4.9906674805056,4.487369463212876,4.496117582369421,4.636602917947486,0.5032980172927237
AP1G1,0.15072886931337784,0.478658867851531,7.1902984586995755,7.658409858604135,7.505744294636124,7.471110118103719,0.46811139990455963
ELP6,0.15070501584157753,0.478658867851531,6.096305422554583,6.543622440160532,6.415101032083918,6.476044398537565,0.44731701760594866
LOC401463,0.15067202124313916,0.478658867851531,3.9640889899497096,4.108696389877245,3.747700624515329,4.200363314325985,0.2362743243762755
SGCE,0.15080146323381982,0.47867066161672894,7.235722353431018,6.326824854661798,7.299246084304964,7.296705237098057,0.9088974987692202
DLC1,0.15077692560731548,0.47867066161672894,4.784589448753058,4.071841037370449,4.186725394655248,4.360038807829504,0.7127484113826092
LRRC7,0.15078744333746538,0.47867066161672894,3.1158253702346523,2.927580070899211,2.9906733259036593,2.9274529153037747,0.18837245493087762
GANAB,0.1508563091534463,0.4787718576999617,9.148008629661346,9.631327512451659,9.308953826590455,9.556308860599147,0.48331888279031254
CCDC88A,0.15090728514923268,0.4788607428905941,3.991641111745613,4.157882551543225,4.4051941170464834,4.342809224374157,0.41355300530087025
POTEKP,0.15099138639360568,0.4788656873929848,6.4407196109708496,7.089143019023375,6.792098062235605,6.854077135740901,0.6484234080525253
ATXN1L,0.15093765477473256,0.4788656873929848,8.696739689050348,8.400818762613858,8.148924815882298,8.150264593168487,0.5478148731680506
C16orf70,0.15096647977438,0.4788656873929848,6.309587105118736,6.333834674124243,5.893341142295204,6.39341595872168,0.4162459628235329
ARRDC1-AS1,0.1510007208807311,0.4788656873929848,5.9518712087495835,6.1537143108272545,5.875171863664636,6.2648203365783575,0.31294912782877393
SCN9A,0.1510263683209844,0.47887417897427875,3.5773781480456854,3.200710278308764,3.284796842409971,3.2378162653077815,0.37666786973692146
C5orf56,0.15110130134777514,0.47903891887141364,6.970105415560988,6.466482401113147,6.162535583974371,6.3663207801278245,0.8075698315866164
LOC102724382,0.15112912386701552,0.47905427617143675,3.8665308932456424,3.997682036713288,3.7436740352434867,4.041821753486976,0.17529086024133322
LRRC1,0.15120276327727555,0.47921483867507464,6.968210431821855,6.598143333723093,6.608777627085375,6.360987870972156,0.6072225608496984
TMEM132C,0.1512380221014728,0.4792537292554347,6.208408092579199,5.678663126128369,5.454575230702715,5.627337361978732,0.753832861876484
FOXD4,0.15129263759889353,0.4792958458466151,4.414671541284798,4.577980911579728,4.380805601882996,4.706723099289013,0.2920515580042151
PAPPA2,0.1512972928586231,0.4792958458466151,4.9069104632339435,4.83339646271389,4.617399558679164,4.698287014772439,0.28951090455477946
LEPROT,0.15135018914353118,0.479390571750887,9.398634730450217,8.972185890389799,8.80444604977743,9.08989687971753,0.5941886806727865
CCDC85A,0.15144281724519995,0.47958636437768065,4.612468769360761,4.33689954360285,4.119800385406265,4.268301785037287,0.49266838395449586
SNCA,0.15145801146693447,0.47958636437768065,7.315944011665688,6.997717243386288,6.995319300535407,7.117734300614797,0.32062471113028135
RAD50,0.15163189571126745,0.4800640488668951,6.29734961595869,5.855419407342506,6.490928354882629,6.200823074306098,0.44193020861618404
EIF5B,0.1517108938035621,0.4800873856567166,4.8852078655604805,5.097485308631882,6.084790708170336,5.675371858058239,1.1995828426098551
ARHGEF5,0.15181506215101084,0.4800873856567166,7.829879066223056,7.370064196115853,6.908225817331755,7.1411639794674775,0.9216532488913014
TBX5-AS1,0.1518600303146534,0.4800873856567166,4.2162366351202785,3.818032341805612,3.788722165418564,3.574607391681719,0.6416292434385595
LOC728392,0.1519021897165689,0.4800873856567166,7.967458136399582,7.459409539293854,7.381402144358058,7.543599024886251,0.5860559920415236
EXOSC3,0.15172261942242674,0.4800873856567166,5.318117664960653,5.806055827297473,5.872149427683183,5.618964336651401,0.5540317627225306
RHOXF1,0.1519644481321886,0.4800873856567166,5.255974293952831,5.153429662336639,4.716868032383563,5.011112420445319,0.5391062615692679
TAMM41,0.15188637160243798,0.4800873856567166,6.15905256758161,5.984360066088757,5.786434906806204,5.6642445273798065,0.4948080402018036
FAM83E,0.15176081823786916,0.4800873856567166,4.062707005394813,4.448286145972729,4.245770095279183,4.5301617379353045,0.4674547325404914
KIF26A,0.15195524068731978,0.4800873856567166,6.007351277292776,5.722943915865301,5.54167770645869,5.804536223839139,0.46567357083408645
PSMB7,0.1517180953223094,0.4800873856567166,8.440732052349487,8.56578057033019,8.004274615937623,8.322586287186853,0.43645743641186385
PARD6G-AS1,0.15190128437271283,0.4800873856567166,4.966135785194772,4.60924001053209,4.535160485105144,4.592326302155516,0.4309753000896279
TSGA10IP,0.15192432881850254,0.4800873856567166,4.727333849860016,5.109419248109531,4.946768317594496,4.978470492379536,0.38208539824951515
ARF6,0.15179863309958222,0.4800873856567166,9.135372189014051,9.282126371413591,8.774167956915921,9.091429861461332,0.3612042320981299
RAB43,0.1519846865567119,0.4800873856567166,5.360451816491538,5.710654459597989,5.496488205949309,5.700997836824129,0.3502026431064511
ATF7,0.1519407910395272,0.4800873856567166,5.791988845469123,5.9736053421923785,6.12747434931904,5.888588897028924,0.3354855038499167
LINC00969,0.1520803267722198,0.48024396433614636,7.367530000081838,6.570993892049315,6.107505715102042,6.41823508114449,1.2600242849797958
ASCC3,0.1520796713110703,0.48024396433614636,6.148330847579678,6.187778096830484,6.689521660334172,6.33087215087133,0.5411908127544942
MYBBP1A,0.15217978230253942,0.4804852493477725,6.601732934965981,7.318132526340771,6.828952418135789,6.717626983158745,0.71639959137479
C15orf61,0.15223386575093562,0.4805759875284165,8.998753081333378,8.644177665398844,8.290381292314658,8.549388453811638,0.7083717890187202
KIF20B,0.15225462383083227,0.4805759875284165,4.545775059660406,4.255222504711495,4.0426116084133135,4.365900859027902,0.5031634512470928
LOC100289094,0.15234192662729285,0.4807787596617925,3.868574147084386,4.578755101254588,4.3596153326006535,4.388806975794384,0.7101809541702018
ZNF532,0.15245902998965258,0.4808632616793239,7.705960557080714,6.9464584558101174,7.406729674666157,7.236160573747824,0.7595021012705967
PCNX1,0.1524789088863086,0.4808632616793239,4.560388264849319,5.176458535332837,5.200936616441182,5.092392548438845,0.6405483515918631
PAPD7,0.1524037722549975,0.4808632616793239,9.169833223312159,8.90872307857253,8.911145906029239,8.688434705091163,0.48139851822099544
TPP2,0.15248402834622077,0.4808632616793239,5.385563504164892,5.536920204042741,5.8182134772604535,5.624654872469698,0.4326499730955611
LOC284825,0.1524668405472158,0.4808632616793239,3.820290188869507,3.4025381625512416,3.412882660102298,3.530847830076983,0.41775202631826547
BANF1,0.1525680863511438,0.4808796295619923,9.53486598753891,10.395760031650276,9.879976845867914,10.21459802493232,0.860894044111367
SLC35A2,0.152581482614763,0.4808796295619923,5.142597128672989,5.86832405045305,5.32952689155947,5.694400651981745,0.725726921780061
PRMT7,0.15255641581710894,0.4808796295619923,6.123076139675624,6.6120619195237325,6.352608929737258,6.132856139337914,0.4889857798481083
SHFM1,0.1525187832402625,0.4808796295619923,9.428154508707156,9.44303079071988,9.874754348205997,9.40364274757127,0.4465998394988411
RPS11,0.15273619669757993,0.48102689946190985,8.516181883424567,8.135768255348554,5.595226476962577,9.273140760723756,2.9209554064619896
GOLIM4,0.15273618451285223,0.48102689946190985,5.184318973815128,5.643451021657441,5.591124287873655,5.625142480277121,0.45913204784231265
NFATC3,0.15267141406130869,0.48102689946190985,7.378246723020119,7.187513222440828,7.128991990238242,6.973277838289717,0.40496888473040205
FASTK,0.15274357609544528,0.48102689946190985,7.986476173657922,8.302269386717095,7.712646960659164,8.150988868158555,0.3157932130591723
